feature,importance
categorical__sprint_id_S374,0.0
categorical__sprint_id_S376,0.0
categorical__sprint_id_S377,0.0
categorical__sprint_id_S4541,0.0
categorical__sprint_id_S4577,0.0
categorical__sprint_id_S4543,0.0
categorical__sprint_id_S621,0.0
categorical__sprint_id_S624,0.0
categorical__sprint_id_S626,0.0
categorical__sprint_id_S628,0.0
categorical__sprint_id_S629,0.0
categorical__sprint_id_S63,0.0
categorical__sprint_id_S630,0.0
categorical__sprint_id_S632,0.0
categorical__sprint_id_S635,0.0
categorical__sprint_id_S636,0.0
categorical__sprint_id_S638,0.0
categorical__sprint_id_S639,0.0
categorical__sprint_id_S64,0.0
categorical__sprint_id_S640,0.0
categorical__sprint_id_S641,0.0
categorical__sprint_id_S642,0.0
categorical__sprint_id_S646,0.0
categorical__sprint_id_S648,0.0
categorical__sprint_id_S652,0.0
categorical__sprint_id_S656,0.0
categorical__sprint_id_S622,0.0
categorical__sprint_id_S62,0.0
categorical__sprint_id_S4978,0.0
categorical__sprint_id_S617,0.0
categorical__sprint_id_S587,0.0
categorical__sprint_id_S588,0.0
categorical__sprint_id_S59,0.0
categorical__sprint_id_S590,0.0
categorical__sprint_id_S591,0.0
categorical__sprint_id_S593,0.0
categorical__sprint_id_S597,0.0
categorical__sprint_id_S598,0.0
categorical__sprint_id_S599,0.0
categorical__sprint_id_S60,0.0
categorical__sprint_id_S603,0.0
categorical__sprint_id_S604,0.0
categorical__sprint_id_S605,0.0
categorical__sprint_id_S606,0.0
categorical__sprint_id_S608,0.0
categorical__sprint_id_S61,0.0
categorical__sprint_id_S610,0.0
categorical__sprint_id_S613,0.0
categorical__sprint_id_S615,0.0
categorical__sprint_id_S657,0.0
categorical__sprint_id_S658,0.0
categorical__sprint_id_S659,0.0
categorical__sprint_id_S66,0.0
categorical__sprint_id_S7,0.0
categorical__sprint_id_S704,0.0
categorical__sprint_id_S705,0.0
categorical__sprint_id_S71,0.0
categorical__sprint_id_S720,0.0
categorical__sprint_id_S724,0.0
categorical__sprint_id_S727,0.0
categorical__sprint_id_S732,0.0
categorical__sprint_id_S736,0.0
categorical__sprint_id_S737,0.0
categorical__sprint_id_S738,0.0
categorical__sprint_id_S739,0.0
categorical__sprint_id_S74,0.0
categorical__sprint_id_S741,0.0
categorical__sprint_id_S744,0.0
categorical__sprint_id_S745,0.0
categorical__sprint_id_S746,0.0
categorical__sprint_id_S747,0.0
categorical__sprint_id_S748,0.0
categorical__sprint_id_S698,0.0
categorical__sprint_id_S693,0.0
categorical__sprint_id_S69,0.0
categorical__sprint_id_S673,0.0
categorical__sprint_id_S663,0.0
categorical__sprint_id_S664,0.0
categorical__sprint_id_S668,0.0
categorical__sprint_id_S669,0.0
categorical__sprint_id_S67,0.0
categorical__sprint_id_S670,0.0
categorical__sprint_id_S671,0.0
categorical__sprint_id_S672,0.0
categorical__sprint_id_S674,0.0
categorical__sprint_id_S685,0.0
categorical__sprint_id_S675,0.0
categorical__sprint_id_S676,0.0
categorical__sprint_id_S677,0.0
categorical__sprint_id_S679,0.0
categorical__sprint_id_S68,0.0
categorical__sprint_id_S680,0.0
categorical__sprint_id_S681,0.0
categorical__sprint_id_S682,0.0
categorical__sprint_id_S582,0.0
categorical__sprint_id_S571,0.0
categorical__sprint_id_S569,0.0
categorical__sprint_id_S514,0.0
categorical__sprint_id_S5015,0.0
categorical__sprint_id_S5016,0.0
categorical__sprint_id_S5017,0.0
categorical__sprint_id_S5018,0.0
categorical__sprint_id_S5019,0.0
categorical__sprint_id_S502,0.0
categorical__sprint_id_S5020,0.0
categorical__sprint_id_S5021,0.0
categorical__sprint_id_S5023,0.0
categorical__sprint_id_S5024,0.0
categorical__sprint_id_S5027,0.0
categorical__sprint_id_S503,0.0
categorical__sprint_id_S504,0.0
categorical__sprint_id_S506,0.0
categorical__sprint_id_S507,0.0
categorical__sprint_id_S508,0.0
categorical__sprint_id_S509,0.0
categorical__sprint_id_S510,0.0
categorical__sprint_id_S511,0.0
categorical__sprint_id_S5014,0.0
categorical__sprint_id_S5012,0.0
categorical__sprint_id_S5011,0.0
categorical__sprint_id_S5,0.0
categorical__sprint_id_S4980,0.0
categorical__sprint_id_S499,0.0
categorical__sprint_id_S4990,0.0
categorical__sprint_id_S4994,0.0
categorical__sprint_id_S4995,0.0
categorical__sprint_id_S4996,0.0
categorical__sprint_id_S4998,0.0
categorical__sprint_id_S4999,0.0
categorical__sprint_id_S50,0.0
categorical__sprint_id_S5010,0.0
categorical__sprint_id_S500,0.0
categorical__sprint_id_S5000,0.0
categorical__sprint_id_S5001,0.0
categorical__sprint_id_S5003,0.0
categorical__sprint_id_S5005,0.0
categorical__sprint_id_S5006,0.0
categorical__sprint_id_S5007,0.0
categorical__sprint_id_S501,0.0
categorical__sprint_id_S512,0.0
categorical__sprint_id_S515,0.0
categorical__sprint_id_S568,0.0
categorical__sprint_id_S516,0.0
categorical__sprint_id_S544,0.0
categorical__sprint_id_S545,0.0
categorical__sprint_id_S546,0.0
categorical__sprint_id_S547,0.0
categorical__sprint_id_S549,0.0
categorical__sprint_id_S55,0.0
categorical__sprint_id_S550,0.0
categorical__sprint_id_S551,0.0
categorical__sprint_id_S553,0.0
categorical__sprint_id_S554,0.0
categorical__sprint_id_S555,0.0
categorical__sprint_id_S556,0.0
categorical__sprint_id_S559,0.0
categorical__sprint_id_S56,0.0
categorical__sprint_id_S561,0.0
categorical__sprint_id_S562,0.0
categorical__sprint_id_S563,0.0
categorical__sprint_id_S564,0.0
categorical__sprint_id_S565,0.0
categorical__sprint_id_S543,0.0
categorical__sprint_id_S541,0.0
categorical__sprint_id_S540,0.0
categorical__sprint_id_S524,0.0
categorical__sprint_id_S517,0.0
categorical__sprint_id_S518,0.0
categorical__sprint_id_S519,0.0
categorical__sprint_id_S52,0.0
categorical__sprint_id_S520,0.0
categorical__sprint_id_S521,0.0
categorical__sprint_id_S522,0.0
categorical__sprint_id_S523,0.0
categorical__sprint_id_S525,0.0
categorical__sprint_id_S54,0.0
categorical__sprint_id_S526,0.0
categorical__sprint_id_S527,0.0
categorical__sprint_id_S529,0.0
categorical__sprint_id_S530,0.0
categorical__sprint_id_S531,0.0
categorical__sprint_id_S535,0.0
categorical__sprint_id_S537,0.0
categorical__sprint_id_S539,0.0
categorical__sprint_id_S749,0.0
categorical__sprint_id_S75,0.0
categorical__sprint_id_S752,0.0
categorical__sprint_id_S939,0.0
categorical__sprint_id_S917,0.0
categorical__sprint_id_S918,0.0
categorical__sprint_id_S919,0.0
categorical__sprint_id_S92,0.0
categorical__sprint_id_S920,0.0
categorical__sprint_id_S923,0.0
categorical__sprint_id_S924,0.0
categorical__sprint_id_S925,0.0
categorical__sprint_id_S926,0.0
categorical__sprint_id_S927,0.0
categorical__sprint_id_S929,0.0
categorical__sprint_id_S93,0.0
categorical__sprint_id_S930,0.0
categorical__sprint_id_S931,0.0
categorical__sprint_id_S932,0.0
categorical__sprint_id_S934,0.0
categorical__sprint_id_S935,0.0
categorical__sprint_id_S936,0.0
categorical__sprint_id_S937,0.0
categorical__sprint_id_S916,0.0
categorical__sprint_id_S915,0.0
categorical__sprint_id_S914,0.0
categorical__sprint_id_S902,0.0
categorical__sprint_id_S884,0.0
categorical__sprint_id_S89,0.0
categorical__sprint_id_S893,0.0
categorical__sprint_id_S894,0.0
categorical__sprint_id_S896,0.0
categorical__sprint_id_S898,0.0
categorical__sprint_id_S9,0.0
categorical__sprint_id_S90,0.0
categorical__sprint_id_S904,0.0
categorical__sprint_id_S913,0.0
categorical__sprint_id_S905,0.0
categorical__sprint_id_S906,0.0
categorical__sprint_id_S907,0.0
categorical__sprint_id_S908,0.0
categorical__sprint_id_S909,0.0
categorical__sprint_id_S91,0.0
categorical__sprint_id_S910,0.0
categorical__sprint_id_S912,0.0
categorical__sprint_id_S938,0.0
categorical__sprint_id_S94,0.0
categorical__sprint_id_S88,0.0
categorical__sprint_id_S940,0.0
categorical__sprint_id_S972,0.0
categorical__sprint_id_S974,0.0
categorical__sprint_id_S976,0.0
categorical__sprint_id_S978,0.0
categorical__sprint_id_S979,0.0
categorical__sprint_id_S981,0.0
categorical__sprint_id_S982,0.0
categorical__sprint_id_S983,0.0
categorical__sprint_id_S984,0.0
categorical__sprint_id_S985,0.0
categorical__sprint_id_S986,0.0
categorical__sprint_id_S99,0.0
categorical__sprint_id_S990,0.0
categorical__sprint_id_S992,0.0
categorical__sprint_id_S993,0.0
categorical__sprint_id_S994,0.0
categorical__sprint_id_S995,0.0
categorical__sprint_id_S996,0.0
categorical__sprint_id_S998,0.0
categorical__sprint_id_S970,0.0
categorical__sprint_id_S97,0.0
categorical__sprint_id_S969,0.0
categorical__sprint_id_S951,0.0
categorical__sprint_id_S941,0.0
categorical__sprint_id_S943,0.0
categorical__sprint_id_S944,0.0
categorical__sprint_id_S946,0.0
categorical__sprint_id_S947,0.0
categorical__sprint_id_S948,0.0
categorical__sprint_id_S949,0.0
categorical__sprint_id_S950,0.0
categorical__sprint_id_S952,0.0
categorical__sprint_id_S968,0.0
categorical__sprint_id_S953,0.0
categorical__sprint_id_S954,0.0
categorical__sprint_id_S958,0.0
categorical__sprint_id_S96,0.0
categorical__sprint_id_S962,0.0
categorical__sprint_id_S964,0.0
categorical__sprint_id_S965,0.0
categorical__sprint_id_S966,0.0
categorical__sprint_id_S881,0.0
categorical__sprint_id_S876,0.0
categorical__sprint_id_S753,0.0
categorical__sprint_id_S802,0.0
categorical__sprint_id_S780,0.0
categorical__sprint_id_S782,0.0
categorical__sprint_id_S783,0.0
categorical__sprint_id_S785,0.0
categorical__sprint_id_S786,0.0
categorical__sprint_id_S787,0.0
categorical__sprint_id_S788,0.0
categorical__sprint_id_S789,0.0
categorical__sprint_id_S79,0.0
categorical__sprint_id_S790,0.0
categorical__sprint_id_S791,0.0
categorical__sprint_id_S792,0.0
categorical__sprint_id_S793,0.0
categorical__sprint_id_S794,0.0
categorical__sprint_id_S797,0.0
categorical__sprint_id_S798,0.0
categorical__sprint_id_S8,0.0
categorical__sprint_id_S80,0.0
categorical__sprint_id_S800,0.0
categorical__sprint_id_S78,0.0
categorical__sprint_id_S779,0.0
categorical__sprint_id_S778,0.0
categorical__sprint_id_S765,0.0
categorical__sprint_id_S756,0.0
categorical__sprint_id_S758,0.0
categorical__sprint_id_S759,0.0
categorical__sprint_id_S76,0.0
categorical__sprint_id_S760,0.0
categorical__sprint_id_S761,0.0
categorical__sprint_id_S762,0.0
categorical__sprint_id_S764,0.0
categorical__sprint_id_S766,0.0
categorical__sprint_id_S777,0.0
categorical__sprint_id_S767,0.0
categorical__sprint_id_S769,0.0
categorical__sprint_id_S77,0.0
categorical__sprint_id_S770,0.0
categorical__sprint_id_S771,0.0
categorical__sprint_id_S773,0.0
categorical__sprint_id_S774,0.0
categorical__sprint_id_S776,0.0
categorical__sprint_id_S801,0.0
categorical__sprint_id_S803,0.0
categorical__sprint_id_S873,0.0
categorical__sprint_id_S805,0.0
categorical__sprint_id_S84,0.0
categorical__sprint_id_S842,0.0
categorical__sprint_id_S845,0.0
categorical__sprint_id_S846,0.0
categorical__sprint_id_S847,0.0
categorical__sprint_id_S848,0.0
categorical__sprint_id_S849,0.0
categorical__sprint_id_S851,0.0
categorical__sprint_id_S852,0.0
categorical__sprint_id_S855,0.0
categorical__sprint_id_S857,0.0
categorical__sprint_id_S86,0.0
categorical__sprint_id_S861,0.0
categorical__sprint_id_S863,0.0
categorical__sprint_id_S864,0.0
categorical__sprint_id_S865,0.0
categorical__sprint_id_S866,0.0
categorical__sprint_id_S870,0.0
categorical__sprint_id_S871,0.0
categorical__sprint_id_S839,0.0
categorical__sprint_id_S838,0.0
categorical__sprint_id_S835,0.0
categorical__sprint_id_S820,0.0
categorical__sprint_id_S81,0.0
categorical__sprint_id_S810,0.0
categorical__sprint_id_S812,0.0
categorical__sprint_id_S813,0.0
categorical__sprint_id_S814,0.0
categorical__sprint_id_S815,0.0
categorical__sprint_id_S816,0.0
categorical__sprint_id_S82,0.0
categorical__sprint_id_S822,0.0
categorical__sprint_id_S834,0.0
categorical__sprint_id_S824,0.0
categorical__sprint_id_S825,0.0
categorical__sprint_id_S826,0.0
categorical__sprint_id_S829,0.0
categorical__sprint_id_S83,0.0
categorical__sprint_id_S831,0.0
categorical__sprint_id_S832,0.0
categorical__sprint_id_S833,0.0
categorical__sprint_id_S4979,0.0
categorical__sprint_id_S4977,0.0
categorical__sprint_id_S4545,0.0
categorical__sprint_id_S4683,0.0
categorical__sprint_id_S4686,0.0
categorical__sprint_id_S4687,0.0
categorical__sprint_id_S4689,0.0
categorical__sprint_id_S469,0.0
categorical__sprint_id_S4690,0.0
categorical__sprint_id_S4691,0.0
categorical__sprint_id_S4693,0.0
categorical__sprint_id_S4694,0.0
categorical__sprint_id_S4696,0.0
categorical__sprint_id_S4697,0.0
categorical__sprint_id_S4698,0.0
categorical__sprint_id_S4699,0.0
categorical__sprint_id_S47,0.0
categorical__sprint_id_S470,0.0
categorical__sprint_id_S4701,0.0
categorical__sprint_id_S4702,0.0
categorical__sprint_id_S4703,0.0
categorical__sprint_id_S4704,0.0
categorical__sprint_id_S4705,0.0
categorical__sprint_id_S4684,0.0
categorical__sprint_id_S4682,0.0
categorical__sprint_id_S4975,0.0
categorical__sprint_id_S4681,0.0
categorical__sprint_id_S4661,0.0
categorical__sprint_id_S4662,0.0
categorical__sprint_id_S4663,0.0
categorical__sprint_id_S4664,0.0
categorical__sprint_id_S4665,0.0
categorical__sprint_id_S4666,0.0
categorical__sprint_id_S4667,0.0
categorical__sprint_id_S4668,0.0
categorical__sprint_id_S467,0.0
categorical__sprint_id_S4670,0.0
categorical__sprint_id_S4671,0.0
categorical__sprint_id_S4673,0.0
categorical__sprint_id_S4674,0.0
categorical__sprint_id_S4675,0.0
categorical__sprint_id_S4676,0.0
categorical__sprint_id_S4677,0.0
categorical__sprint_id_S4679,0.0
categorical__sprint_id_S468,0.0
categorical__sprint_id_S4680,0.0
categorical__sprint_id_S4707,0.0
categorical__sprint_id_S4708,0.0
categorical__sprint_id_S4709,0.0
categorical__sprint_id_S4711,0.0
categorical__sprint_id_S4737,0.0
categorical__sprint_id_S4739,0.0
categorical__sprint_id_S474,0.0
categorical__sprint_id_S4740,0.0
categorical__sprint_id_S4742,0.0
categorical__sprint_id_S4744,0.0
categorical__sprint_id_S4745,0.0
categorical__sprint_id_S4746,0.0
categorical__sprint_id_S4747,0.0
categorical__sprint_id_S4749,0.0
categorical__sprint_id_S475,0.0
categorical__sprint_id_S4750,0.0
categorical__sprint_id_S4752,0.0
categorical__sprint_id_S4753,0.0
categorical__sprint_id_S4754,0.0
categorical__sprint_id_S4755,0.0
categorical__sprint_id_S4757,0.0
categorical__sprint_id_S4758,0.0
categorical__sprint_id_S4759,0.0
categorical__sprint_id_S4736,0.0
categorical__sprint_id_S4734,0.0
categorical__sprint_id_S4733,0.0
categorical__sprint_id_S4721,0.0
categorical__sprint_id_S4712,0.0
categorical__sprint_id_S4713,0.0
categorical__sprint_id_S4714,0.0
categorical__sprint_id_S4715,0.0
categorical__sprint_id_S4716,0.0
categorical__sprint_id_S4718,0.0
categorical__sprint_id_S4719,0.0
categorical__sprint_id_S4720,0.0
categorical__sprint_id_S4723,0.0
categorical__sprint_id_S4732,0.0
categorical__sprint_id_S4724,0.0
categorical__sprint_id_S4725,0.0
categorical__sprint_id_S4726,0.0
categorical__sprint_id_S4727,0.0
categorical__sprint_id_S4728,0.0
categorical__sprint_id_S473,0.0
categorical__sprint_id_S4730,0.0
categorical__sprint_id_S4731,0.0
categorical__sprint_id_S4660,0.0
categorical__sprint_id_S466,0.0
categorical__sprint_id_S4659,0.0
categorical__sprint_id_S4603,0.0
categorical__sprint_id_S4575,0.0
categorical__sprint_id_S4576,0.0
categorical__sprint_id_S3214,0.0
categorical__sprint_id_S4578,0.0
categorical__sprint_id_S4579,0.0
categorical__sprint_id_S458,0.0
categorical__sprint_id_S4580,0.0
categorical__sprint_id_S4581,0.0
categorical__sprint_id_S4582,0.0
categorical__sprint_id_S4586,0.0
categorical__sprint_id_S4587,0.0
categorical__sprint_id_S459,0.0
categorical__sprint_id_S4590,0.0
categorical__sprint_id_S4591,0.0
categorical__sprint_id_S4592,0.0
categorical__sprint_id_S4593,0.0
categorical__sprint_id_S4599,0.0
categorical__sprint_id_S460,0.0
categorical__sprint_id_S4601,0.0
categorical__sprint_id_S4573,0.0
categorical__sprint_id_S4572,0.0
categorical__sprint_id_S4571,0.0
categorical__sprint_id_S4555,0.0
categorical__sprint_id_S4546,0.0
categorical__sprint_id_S4547,0.0
categorical__sprint_id_S4549,0.0
categorical__sprint_id_S455,0.0
categorical__sprint_id_S4550,0.0
categorical__sprint_id_S4552,0.0
categorical__sprint_id_S4553,0.0
categorical__sprint_id_S4554,0.0
categorical__sprint_id_S4556,0.0
categorical__sprint_id_S4570,0.0
categorical__sprint_id_S4557,0.0
categorical__sprint_id_S4558,0.0
categorical__sprint_id_S456,0.0
categorical__sprint_id_S4561,0.0
categorical__sprint_id_S4563,0.0
categorical__sprint_id_S4566,0.0
categorical__sprint_id_S4567,0.0
categorical__sprint_id_S457,0.0
categorical__sprint_id_S4602,0.0
categorical__sprint_id_S4605,0.0
categorical__sprint_id_S4658,0.0
categorical__sprint_id_S4606,0.0
categorical__sprint_id_S4635,0.0
categorical__sprint_id_S4637,0.0
categorical__sprint_id_S4638,0.0
categorical__sprint_id_S464,0.0
categorical__sprint_id_S4640,0.0
categorical__sprint_id_S4641,0.0
categorical__sprint_id_S4642,0.0
categorical__sprint_id_S4643,0.0
categorical__sprint_id_S4644,0.0
categorical__sprint_id_S4646,0.0
categorical__sprint_id_S4647,0.0
categorical__sprint_id_S4649,0.0
categorical__sprint_id_S4650,0.0
categorical__sprint_id_S4651,0.0
categorical__sprint_id_S4652,0.0
categorical__sprint_id_S4653,0.0
categorical__sprint_id_S4655,0.0
categorical__sprint_id_S4656,0.0
categorical__sprint_id_S4657,0.0
categorical__sprint_id_S4634,0.0
categorical__sprint_id_S4633,0.0
categorical__sprint_id_S4632,0.0
categorical__sprint_id_S4618,0.0
categorical__sprint_id_S4608,0.0
categorical__sprint_id_S461,0.0
categorical__sprint_id_S4611,0.0
categorical__sprint_id_S4613,0.0
categorical__sprint_id_S4614,0.0
categorical__sprint_id_S4615,0.0
categorical__sprint_id_S4616,0.0
categorical__sprint_id_S4617,0.0
categorical__sprint_id_S4619,0.0
categorical__sprint_id_S4631,0.0
categorical__sprint_id_S462,0.0
categorical__sprint_id_S4620,0.0
categorical__sprint_id_S4621,0.0
categorical__sprint_id_S4623,0.0
categorical__sprint_id_S4625,0.0
categorical__sprint_id_S4626,0.0
categorical__sprint_id_S4628,0.0
categorical__sprint_id_S4630,0.0
categorical__sprint_id_S476,0.0
categorical__sprint_id_S4760,0.0
categorical__sprint_id_S4761,0.0
categorical__sprint_id_S4917,0.0
categorical__sprint_id_S4894,0.0
categorical__sprint_id_S4895,0.0
categorical__sprint_id_S4897,0.0
categorical__sprint_id_S4898,0.0
categorical__sprint_id_S4899,0.0
categorical__sprint_id_S49,0.0
categorical__sprint_id_S490,0.0
categorical__sprint_id_S4900,0.0
categorical__sprint_id_S4901,0.0
categorical__sprint_id_S4902,0.0
categorical__sprint_id_S4903,0.0
categorical__sprint_id_S4904,0.0
categorical__sprint_id_S4905,0.0
categorical__sprint_id_S4906,0.0
categorical__sprint_id_S4908,0.0
categorical__sprint_id_S4909,0.0
categorical__sprint_id_S491,0.0
categorical__sprint_id_S4910,0.0
categorical__sprint_id_S4915,0.0
categorical__sprint_id_S4890,0.0
categorical__sprint_id_S489,0.0
categorical__sprint_id_S4889,0.0
categorical__sprint_id_S4876,0.0
categorical__sprint_id_S4865,0.0
categorical__sprint_id_S4868,0.0
categorical__sprint_id_S4869,0.0
categorical__sprint_id_S4870,0.0
categorical__sprint_id_S4872,0.0
categorical__sprint_id_S4873,0.0
categorical__sprint_id_S4874,0.0
categorical__sprint_id_S4875,0.0
categorical__sprint_id_S4877,0.0
categorical__sprint_id_S4888,0.0
categorical__sprint_id_S4878,0.0
categorical__sprint_id_S488,0.0
categorical__sprint_id_S4880,0.0
categorical__sprint_id_S4881,0.0
categorical__sprint_id_S4882,0.0
categorical__sprint_id_S4885,0.0
categorical__sprint_id_S4886,0.0
categorical__sprint_id_S4887,0.0
categorical__sprint_id_S4916,0.0
categorical__sprint_id_S4918,0.0
categorical__sprint_id_S4863,0.0
categorical__sprint_id_S4919,0.0
categorical__sprint_id_S495,0.0
categorical__sprint_id_S4950,0.0
categorical__sprint_id_S4952,0.0
categorical__sprint_id_S4953,0.0
categorical__sprint_id_S4954,0.0
categorical__sprint_id_S4956,0.0
categorical__sprint_id_S4957,0.0
categorical__sprint_id_S4958,0.0
categorical__sprint_id_S4959,0.0
categorical__sprint_id_S496,0.0
categorical__sprint_id_S4965,0.0
categorical__sprint_id_S4966,0.0
categorical__sprint_id_S4968,0.0
categorical__sprint_id_S4969,0.0
categorical__sprint_id_S497,0.0
categorical__sprint_id_S4970,0.0
categorical__sprint_id_S4971,0.0
categorical__sprint_id_S4972,0.0
categorical__sprint_id_S4973,0.0
categorical__sprint_id_S4949,0.0
categorical__sprint_id_S4947,0.0
categorical__sprint_id_S4946,0.0
categorical__sprint_id_S4932,0.0
categorical__sprint_id_S492,0.0
categorical__sprint_id_S4921,0.0
categorical__sprint_id_S4923,0.0
categorical__sprint_id_S4925,0.0
categorical__sprint_id_S4928,0.0
categorical__sprint_id_S493,0.0
categorical__sprint_id_S4930,0.0
categorical__sprint_id_S4931,0.0
categorical__sprint_id_S4936,0.0
categorical__sprint_id_S4945,0.0
categorical__sprint_id_S4937,0.0
categorical__sprint_id_S4938,0.0
categorical__sprint_id_S4939,0.0
categorical__sprint_id_S494,0.0
categorical__sprint_id_S4940,0.0
categorical__sprint_id_S4941,0.0
categorical__sprint_id_S4942,0.0
categorical__sprint_id_S4944,0.0
categorical__sprint_id_S4864,0.0
categorical__sprint_id_S4862,0.0
categorical__sprint_id_S4762,0.0
categorical__sprint_id_S4810,0.0
categorical__sprint_id_S4790,0.0
categorical__sprint_id_S4791,0.0
categorical__sprint_id_S4792,0.0
categorical__sprint_id_S4793,0.0
categorical__sprint_id_S4794,0.0
categorical__sprint_id_S4795,0.0
categorical__sprint_id_S4797,0.0
categorical__sprint_id_S4798,0.0
categorical__sprint_id_S4799,0.0
categorical__sprint_id_S48,0.0
categorical__sprint_id_S480,0.0
categorical__sprint_id_S4800,0.0
categorical__sprint_id_S4801,0.0
categorical__sprint_id_S4803,0.0
categorical__sprint_id_S4804,0.0
categorical__sprint_id_S4805,0.0
categorical__sprint_id_S4807,0.0
categorical__sprint_id_S4808,0.0
categorical__sprint_id_S4809,0.0
categorical__sprint_id_S479,0.0
categorical__sprint_id_S4789,0.0
categorical__sprint_id_S4787,0.0
categorical__sprint_id_S4773,0.0
categorical__sprint_id_S4764,0.0
categorical__sprint_id_S4766,0.0
categorical__sprint_id_S4768,0.0
categorical__sprint_id_S4769,0.0
categorical__sprint_id_S477,0.0
categorical__sprint_id_S4770,0.0
categorical__sprint_id_S4771,0.0
categorical__sprint_id_S4772,0.0
categorical__sprint_id_S4776,0.0
categorical__sprint_id_S4786,0.0
categorical__sprint_id_S4777,0.0
categorical__sprint_id_S4778,0.0
categorical__sprint_id_S478,0.0
categorical__sprint_id_S4780,0.0
categorical__sprint_id_S4781,0.0
categorical__sprint_id_S4782,0.0
categorical__sprint_id_S4784,0.0
categorical__sprint_id_S4785,0.0
categorical__sprint_id_S481,0.0
categorical__sprint_id_S4811,0.0
categorical__sprint_id_S4861,0.0
categorical__sprint_id_S4812,0.0
categorical__sprint_id_S484,0.0
categorical__sprint_id_S4840,0.0
categorical__sprint_id_S4842,0.0
categorical__sprint_id_S4843,0.0
categorical__sprint_id_S4844,0.0
categorical__sprint_id_S4845,0.0
categorical__sprint_id_S4846,0.0
categorical__sprint_id_S4847,0.0
categorical__sprint_id_S4849,0.0
categorical__sprint_id_S485,0.0
categorical__sprint_id_S4850,0.0
categorical__sprint_id_S4851,0.0
categorical__sprint_id_S4852,0.0
categorical__sprint_id_S4853,0.0
categorical__sprint_id_S4856,0.0
categorical__sprint_id_S4857,0.0
categorical__sprint_id_S4858,0.0
categorical__sprint_id_S486,0.0
categorical__sprint_id_S4860,0.0
categorical__sprint_id_S4839,0.0
categorical__sprint_id_S4838,0.0
categorical__sprint_id_S4837,0.0
categorical__sprint_id_S4824,0.0
categorical__sprint_id_S4813,0.0
categorical__sprint_id_S4814,0.0
categorical__sprint_id_S4815,0.0
categorical__sprint_id_S4817,0.0
categorical__sprint_id_S4818,0.0
categorical__sprint_id_S482,0.0
categorical__sprint_id_S4822,0.0
categorical__sprint_id_S4823,0.0
categorical__sprint_id_S4825,0.0
categorical__sprint_id_S4835,0.0
categorical__sprint_id_S4827,0.0
categorical__sprint_id_S4828,0.0
categorical__sprint_id_S4829,0.0
categorical__sprint_id_S483,0.0
categorical__sprint_id_S4830,0.0
categorical__sprint_id_S4831,0.0
categorical__sprint_id_S4832,0.0
categorical__sprint_id_S4834,0.0
categorical__sprint_id_S3215,0.0
categorical__sprint_id_S3186,0.0
categorical__sprint_id_S3212,0.0
categorical__sprint_id_S1775,0.0
categorical__sprint_id_S178,0.0
categorical__sprint_id_S1780,0.0
categorical__sprint_id_S1782,0.0
categorical__sprint_id_S1784,0.0
categorical__sprint_id_S1785,0.0
categorical__sprint_id_S1786,0.0
categorical__sprint_id_S1789,0.0
categorical__sprint_id_S179,0.0
categorical__sprint_id_S1790,0.0
categorical__sprint_id_S1791,0.0
categorical__sprint_id_S1792,0.0
categorical__sprint_id_S1793,0.0
categorical__sprint_id_S1794,0.0
categorical__sprint_id_S1796,0.0
categorical__sprint_id_S1797,0.0
categorical__sprint_id_S1798,0.0
categorical__sprint_id_S1799,0.0
categorical__sprint_id_S18,0.0
categorical__sprint_id_S180,0.0
categorical__sprint_id_S1777,0.0
categorical__sprint_id_S1774,0.0
categorical__sprint_id_S1573,0.0
categorical__sprint_id_S1772,0.0
categorical__sprint_id_S1750,0.0
categorical__sprint_id_S1752,0.0
categorical__sprint_id_S1753,0.0
categorical__sprint_id_S1755,0.0
categorical__sprint_id_S1756,0.0
categorical__sprint_id_S1757,0.0
categorical__sprint_id_S1758,0.0
categorical__sprint_id_S1759,0.0
categorical__sprint_id_S176,0.0
categorical__sprint_id_S1760,0.0
categorical__sprint_id_S1761,0.0
categorical__sprint_id_S1762,0.0
categorical__sprint_id_S1763,0.0
categorical__sprint_id_S1765,0.0
categorical__sprint_id_S1766,0.0
categorical__sprint_id_S1767,0.0
categorical__sprint_id_S1768,0.0
categorical__sprint_id_S1770,0.0
categorical__sprint_id_S1771,0.0
categorical__sprint_id_S1800,0.0
categorical__sprint_id_S1808,0.0
categorical__sprint_id_S181,0.0
categorical__sprint_id_S1811,0.0
categorical__sprint_id_S1895,0.0
categorical__sprint_id_S1897,0.0
categorical__sprint_id_S1898,0.0
categorical__sprint_id_S19,0.0
categorical__sprint_id_S190,0.0
categorical__sprint_id_S1903,0.0
categorical__sprint_id_S1905,0.0
categorical__sprint_id_S1907,0.0
categorical__sprint_id_S1915,0.0
categorical__sprint_id_S192,0.0
categorical__sprint_id_S1920,0.0
categorical__sprint_id_S1926,0.0
categorical__sprint_id_S1927,0.0
categorical__sprint_id_S1929,0.0
categorical__sprint_id_S193,0.0
categorical__sprint_id_S1932,0.0
categorical__sprint_id_S1934,0.0
categorical__sprint_id_S1939,0.0
categorical__sprint_id_S1945,0.0
categorical__sprint_id_S1892,0.0
categorical__sprint_id_S1890,0.0
categorical__sprint_id_S189,0.0
categorical__sprint_id_S184,0.0
